46809;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Furry animal socks (Pink) S;2013-10-05;2013-10-06;Sophia Hinton;Pair;36;5.00;180.00
39476;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Furry animal socks (Pink) S;2013-08-21;2013-08-22;Hudson Hollinworth;Pair;72;5.00;360.00
8961;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Pack of 12 action figures (variety);2013-03-01;2013-03-02;Lily Code;Packet;2;16.00;32.00
39478;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB food flash drive - dim sum 10 drive variety pack;2013-08-21;2013-08-22;Hudson Hollinworth;Packet;7;240.00;1680.00
60137;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Animal with big feet slippers (Brown) S;2013-12-27;2013-12-28;Hudson Onslow;Each;9;32.00;288.00
57450;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Dinosaur battery-powered slippers (Green) L;2013-12-09;2013-12-10;Lily Code;Each;10;32.00;320.00
57447;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Gray;Plush shark slippers (Gray) XL;2013-12-09;2013-12-10;Lily Code;Each;9;32.00;288.00
54912;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB food flash drive - banana;2013-11-25;2013-11-26;Lily Code;Each;5;32.00;160.00
51518;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) XS";2013-11-04;2013-11-05;Sophia Hinton;Each;24;18.00;432.00
51516;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;"""The Gu"" red shirt XML tag t-shirt (Black) XXS";2013-11-04;2013-11-05;Sophia Hinton;Each;24;18.00;432.00
54911;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Light Brown;Halloween zombie mask (Light Brown) M;2013-11-25;2013-11-26;Lily Code;Each;48;18.00;864.00
57449;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) 7XL";2013-12-09;2013-12-10;Lily Code;Each;12;18.00;216.00
8055;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Dinosaur battery-powered slippers (Green) XL;2013-02-21;2013-02-22;Hudson Hollinworth;Each;10;32.00;320.00
39979;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB missile launcher (Green);2013-08-26;2013-08-27;Kayla Woodcock;Each;5;25.00;125.00
18656;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Blue;RC toy sedan car with remote control (Blue) 1/50 scale;2013-04-25;2013-04-26;Hudson Onslow;Each;7;25.00;175.00
8052;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Yellow;RC toy sedan car with remote control (Yellow) 1/50 scale;2013-02-21;2013-02-22;Hudson Hollinworth;Each;7;25.00;175.00
9266;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Gray;USB rocket launcher (Gray);2013-03-02;2013-03-03;Anthony Grosse;Each;10;25.00;250.00
46434;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Red;RC toy sedan car with remote control (Red) 1/50 scale;2013-10-02;2013-10-03;Jack Potter;Each;2;25.00;50.00
42494;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Void fill 200 L bag (White) 200L;2013-09-10;2013-09-11;Amy Trefl;Each;40;25.00;1000.00
46436;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;32 mm Double sided bubble wrap 20m;2013-10-02;2013-10-03;Jack Potter;Each;20;37.00;740.00
46435;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Medium sized bubblewrap roll 20m;2013-10-02;2013-10-03;Jack Potter;Each;100;20.00;2000.00
46433;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Permanent marker black 5mm nib (Black) 5mm;2013-10-02;2013-10-03;Jack Potter;Each;60;2.70;162.00
45778;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;10 mm Anti static bubble wrap (Blue) 50m;2013-09-28;2013-09-29;Jack Potter;Each;30;99.00;2970.00
45777;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Black;RC big wheel monster truck with remote control (Black) 1/50 scale;2013-09-28;2013-09-29;Jack Potter;Each;7;45.00;315.00
45776;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Shipping carton (Brown) 480x270x320mm;2013-09-28;2013-09-29;Jack Potter;Each;100;2.74;274.00
45775;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Shipping carton (Brown) 305x305x305mm;2013-09-28;2013-09-29;Jack Potter;Each;150;3.50;525.00
34559;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;10 mm Double sided bubble wrap 20m;2013-07-22;2013-07-23;Jack Potter;Each;50;30.00;1500.00
7544;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Clear packaging tape 48mmx75m;2013-02-18;2013-02-19;Jack Potter;Each;182;2.90;527.80
7543;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Medium sized bubblewrap roll 20m;2013-02-18;2013-02-19;Jack Potter;Each;20;20.00;400.00
17653;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;Superhero action jacket (Blue) L;2013-04-19;2013-04-20;Taj Shand;Each;10;30.00;300.00
119;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Red;RC vintage American toy coupe with remote control (Red) 1/50 scale;2013-01-02;2013-01-03;Kayla Woodcock;Each;6;30.00;180.00
45487;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange glass with care despatch tape  48mmx100m;2013-09-26;2013-09-27;Amy Trefl;Each;216;4.10;885.60
9267;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange glass with care despatch tape  48mmx100m;2013-03-02;2013-03-03;Anthony Grosse;Each;96;4.10;393.60
8053;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange glass with care despatch tape  48mmx100m;2013-02-21;2013-02-22;Hudson Hollinworth;Each;192;4.10;787.20
42495;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange handle with care despatch tape  48mmx100m;2013-09-10;2013-09-11;Amy Trefl;Each;168;4.10;688.80
17652;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange handle with care despatch tape  48mmx100m;2013-04-19;2013-04-20;Taj Shand;Each;240;4.10;984.00
8960;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange fragile despatch tape 48mmx100m;2013-03-01;2013-03-02;Lily Code;Each;144;4.10;590.40
29223;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange fragile despatch tape 48mmx75m;2013-06-24;2013-06-25;Hudson Onslow;Each;144;3.70;532.80
5161;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange fragile despatch tape 48mmx75m;2013-01-31;2013-02-01;Sophia Hinton;Each;360;3.70;1332.00
45486;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange handle with care despatch tape  48mmx75m;2013-09-26;2013-09-27;Amy Trefl;Each;240;3.70;888.00
37252;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Blue;Ride on toy sedan car (Blue) 1/12 scale;2013-08-06;2013-08-07;Anthony Grosse;Each;9;230.00;2070.00
46040;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Alien officer hoodie (Black) XL;2013-09-30;2013-10-01;Sophia Hinton;Each;10;35.00;350.00
8958;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Alien officer hoodie (Black) 5XL;2013-03-01;2013-03-02;Lily Code;Each;10;35.00;350.00
29221;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;32 mm Anti static bubble wrap (Blue) 20m;2013-06-24;2013-06-25;Hudson Onslow;Each;40;48.00;1920.00
29220;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Permanent marker red 5mm nib (Red) 5mm;2013-06-24;2013-06-25;Hudson Onslow;Each;12;2.70;32.40
29219;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Void fill 400 L bag (White) 400L;2013-06-24;2013-06-25;Hudson Onslow;Each;70;50.00;3500.00
46042;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;20 mm Double sided bubble wrap 20m;2013-09-30;2013-10-01;Sophia Hinton;Each;100;33.00;3300.00
37251;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Air cushion film 200mmx200mm 325m;2013-08-06;2013-08-07;Anthony Grosse;Each;6;90.00;540.00
37249;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Shipping carton (Brown) 356x356x279mm;2013-08-06;2013-08-07;Anthony Grosse;Each;25;2.04;51.00
23357;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;Superhero action jacket (Blue) 3XL;2013-05-22;2013-05-23;Anthony Grosse;Each;4;34.00;136.00
10164;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;Superhero action jacket (Blue) 5XL;2013-03-07;2013-03-08;Anthony Grosse;Each;1;34.00;34.00
84776;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) XXL";2014-05-15;2014-05-16;Amy Trefl;Each;120;18.00;2160.00
65226;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;"""The Gu"" red shirt XML tag t-shirt (Black) 3XL";2014-01-24;2014-01-25;Hudson Hollinworth;Each;120;18.00;2160.00
88517;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) 3XS";2014-06-04;2014-06-05;Sophia Hinton;Each;120;18.00;2160.00
87286;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;"""The Gu"" red shirt XML tag t-shirt (Black) XS";2014-05-29;2014-05-30;Sophia Hinton;Each;108;18.00;1944.00
68134;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) 7XL";2014-02-11;2014-02-12;Jack Potter;Each;12;18.00;216.00
91168;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;"""The Gu"" red shirt XML tag t-shirt (White) XXS";2014-06-18;2014-06-19;Sophia Hinton;Each;36;18.00;648.00
70967;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;"""The Gu"" red shirt XML tag t-shirt (Black) XL";2014-02-27;2014-02-28;Jack Potter;Each;60;18.00;1080.00
73331;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Tape dispenser (Blue);2014-03-12;2014-03-13;Kayla Woodcock;Each;20;32.00;640.00
63132;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB food flash drive - fortune cookie;2014-01-14;2014-01-15;Kayla Woodcock;Each;5;32.00;160.00
73333;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB food flash drive - shrimp cocktail;2014-03-12;2014-03-13;Kayla Woodcock;Each;8;32.00;256.00
65224;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Gray;Plush shark slippers (Gray) S;2014-01-24;2014-01-25;Hudson Hollinworth;Each;4;32.00;128.00
72887;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;USB food flash drive - pizza slice;2014-03-10;2014-03-11;Jack Potter;Each;1;32.00;32.00
72886;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Dinosaur battery-powered slippers (Green) S;2014-03-10;2014-03-11;Jack Potter;Each;2;32.00;64.00
62535;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Yellow;RC toy sedan car with remote control (Yellow) 1/50 scale;2014-01-10;2014-01-11;Taj Shand;Each;3;25.00;75.00
65225;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Shipping carton (Brown) 356x229x229mm;2014-01-24;2014-01-25;Hudson Hollinworth;Each;50;1.14;57.00
65223;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Small 9mm replacement blades 9mm;2014-01-24;2014-01-25;Hudson Hollinworth;Each;40;4.10;164.00
90463;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Black;RC big wheel monster truck with remote control (Black) 1/50 scale;2014-06-13;2014-06-14;Sophia Hinton;Each;9;45.00;405.00
90462;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Void fill 300 L bag (White) 300L;2014-06-13;2014-06-14;Sophia Hinton;Each;70;37.50;2625.00
88518;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;10 mm Double sided bubble wrap 20m;2014-06-04;2014-06-05;Sophia Hinton;Each;70;30.00;2100.00
87288;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Small 9mm replacement blades 9mm;2014-05-29;2014-05-30;Sophia Hinton;Each;80;4.10;328.00
74164;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;20 mm Anti static bubble wrap (Blue) 20m;2014-03-18;2014-03-19;Jack Potter;Each;20;45.00;900.00
74163;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Medium sized bubblewrap roll 20m;2014-03-18;2014-03-19;Jack Potter;Each;30;20.00;600.00
74162;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Small sized bubblewrap roll 10m;2014-03-18;2014-03-19;Jack Potter;Each;40;4.50;180.00
72885;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Clear packaging tape 48mmx100m;2014-03-10;2014-03-11;Jack Potter;Each;180;3.50;630.00
68133;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Alien officer hoodie (Black) 5XL;2014-02-11;2014-02-12;Jack Potter;Each;4;35.00;140.00
73330;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Black and orange handle with care despatch tape  48mmx100m;2014-03-12;2014-03-13;Kayla Woodcock;Each;48;4.10;196.80
63133;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Black;RC big wheel monster truck with remote control (Black) 1/50 scale;2014-01-14;2014-01-15;Kayla Woodcock;Each;1;45.00;45.00
62536;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;20 mm Anti static bubble wrap (Blue) 50m;2014-01-10;2014-01-11;Taj Shand;Each;50;102.00;5100.00
62534;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Packing knife with metal insert blade (Yellow) 9mm;2014-01-10;2014-01-11;Taj Shand;Each;10;1.89;18.90
92256;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;Superhero action jacket (Blue) XL;2014-06-23;2014-06-24;Taj Shand;Each;10;30.00;300.00
92255;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);Northwind;Black;RC vintage American toy coupe with remote control (Black) 1/50 scale;2014-06-23;2014-06-24;Taj Shand;Each;1;30.00;30.00
92254;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Shipping carton (Brown) 356x356x279mm;2014-06-23;2014-06-24;Taj Shand;Each;225;2.04;459.00
92253;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Red;Bubblewrap dispenser (Red) 1.5m;2014-06-23;2014-06-24;Taj Shand;Each;8;240.00;1920.00
92252;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Blue;Bubblewrap dispenser (Blue) 1.5m;2014-06-23;2014-06-24;Taj Shand;Each;2;240.00;480.00
72884;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;N/A;Furry animal socks (Pink) XL;2014-03-10;2014-03-11;Jack Potter;Pair;96;5.00;480.00
39981;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Developer joke mug - (hip, hip, array) (Black);2013-08-26;2013-08-27;Kayla Woodcock;Each;1;13.00;13.00
18666;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;IT joke mug - that behavior is by design (Black);2013-04-25;2013-04-26;Lily Code;Each;1;13.00;13.00
3120;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;Developer joke mug - understanding recursion requires understanding recursion (White);2013-01-18;2013-01-19;Hudson Onslow;Each;1;13.00;13.00
23355;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;IT joke mug - that behavior is by design (White);2013-05-22;2013-05-23;Anthony Grosse;Each;3;13.00;39.00
17654;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;DBA joke mug - I will get you in order (White);2013-04-19;2013-04-20;Taj Shand;Each;3;13.00;39.00
45779;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;IT joke mug - hardware: part of the computer that can be kicked (Black);2013-09-28;2013-09-29;Jack Potter;Each;9;13.00;117.00
37250;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;DBA joke mug - I will get you in order (Black);2013-08-06;2013-08-07;Anthony Grosse;Each;4;13.00;52.00
23887;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;IT joke mug - hardware: part of the computer that can be kicked (White);2013-05-24;2013-05-25;Kayla Woodcock;Each;4;13.00;52.00
17861;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;DBA joke mug - mind if I join you? (White);2013-04-20;2013-04-21;Hudson Hollinworth;Each;7;13.00;91.00
17860;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;IT joke mug - that behavior is by design (White);2013-04-20;2013-04-21;Hudson Hollinworth;Each;7;13.00;91.00
23888;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Developer joke mug - old C developers never die (Black);2013-05-24;2013-05-25;Kayla Woodcock;Each;6;13.00;78.00
18667;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;DBA joke mug - it depends (White);2013-04-25;2013-04-26;Lily Code;Each;6;13.00;78.00
18657;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;IT joke mug - hardware: part of the computer that can be kicked (Black);2013-04-25;2013-04-26;Hudson Onslow;Each;8;13.00;104.00
8832;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;Developer joke mug - there are 10 types of people in the world (White);2013-02-28;2013-03-01;Jack Potter;Each;8;13.00;104.00
7542;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;Developer joke mug - there are 10 types of people in the world (White);2013-02-18;2013-02-19;Jack Potter;Each;8;13.00;104.00
7541;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;Developer joke mug - old C developers never die (White);2013-02-18;2013-02-19;Jack Potter;Each;8;13.00;104.00
18665;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Developer joke mug - a foo walks into a bar (Black);2013-04-25;2013-04-26;Lily Code;Each;2;13.00;26.00
18654;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;IT joke mug - hardware: part of the computer that can be kicked (White);2013-04-25;2013-04-26;Hudson Onslow;Each;2;13.00;26.00
5162;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;Black;Developer joke mug - when your hammer is C++ (Black);2013-01-31;2013-02-01;Sophia Hinton;Each;2;13.00;26.00
39982;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;DBA joke mug - I will get you in order (White);2013-08-26;2013-08-27;Kayla Woodcock;Each;10;13.00;130.00
39980;Americas;United States;Pennsylvania;Novelty Shop;Wingtip Toys (Rose Tree, PA);N/A;White;Developer joke mug - fun was unexpected at this time (White);2013-08-26;2013-08-27;Kayla Woodcock;Each;10;13.00;130.00
